date_key,year,month,quarter,day_of_week,day_type
20150101,2015,1,1,4,Weekday
20150102,2015,1,1,5,Weekday
20150103,2015,1,1,6,Weekend
20150104,2015,1,1,7,Weekend
20150105,2015,1,1,1,Weekday
20150106,2015,1,1,2,Weekday
20150107,2015,1,1,3,Weekday
20150108,2015,1,1,4,Weekday
20150109,2015,1,1,5,Weekday
20150110,2015,1,1,6,Weekend
20150111,2015,1,1,7,Weekend
20150112,2015,1,1,1,Weekday
20150113,2015,1,1,2,Weekday
20150114,2015,1,1,3,Weekday
20150115,2015,1,1,4,Weekday
20150116,2015,1,1,5,Weekday
20150117,2015,1,1,6,Weekend
20150118,2015,1,1,7,Weekend
20150119,2015,1,1,1,Weekday
20150120,2015,1,1,2,Weekday
20150121,2015,1,1,3,Weekday
20150122,2015,1,1,4,Weekday
20150123,2015,1,1,5,Weekday
20150124,2015,1,1,6,Weekend
20150125,2015,1,1,7,Weekend
20150126,2015,1,1,1,Weekday
20150127,2015,1,1,2,Weekday
20150128,2015,1,1,3,Weekday
20150129,2015,1,1,4,Weekday
20150130,2015,1,1,5,Weekday
20150131,2015,1,1,6,Weekend
20150201,2015,2,1,7,Weekend
20150202,2015,2,1,1,Weekday
20150203,2015,2,1,2,Weekday
20150204,2015,2,1,3,Weekday
20150205,2015,2,1,4,Weekday
20150206,2015,2,1,5,Weekday
20150207,2015,2,1,6,Weekend
20150208,2015,2,1,7,Weekend
20150209,2015,2,1,1,Weekday
20150210,2015,2,1,2,Weekday
20150211,2015,2,1,3,Weekday
20150212,2015,2,1,4,Weekday
20150213,2015,2,1,5,Weekday
20150214,2015,2,1,6,Weekend
20150215,2015,2,1,7,Weekend
20150216,2015,2,1,1,Weekday
20150217,2015,2,1,2,Weekday
20150218,2015,2,1,3,Weekday
20150219,2015,2,1,4,Weekday
20150220,2015,2,1,5,Weekday
20150221,2015,2,1,6,Weekend
20150222,2015,2,1,7,Weekend
20150223,2015,2,1,1,Weekday
20150224,2015,2,1,2,Weekday
20150225,2015,2,1,3,Weekday
20150226,2015,2,1,4,Weekday
20150227,2015,2,1,5,Weekday
20150228,2015,2,1,6,Weekend
20150301,2015,3,1,7,Weekend
20150302,2015,3,1,1,Weekday
20150303,2015,3,1,2,Weekday
20150304,2015,3,1,3,Weekday
20150305,2015,3,1,4,Weekday
20150306,2015,3,1,5,Weekday
20150307,2015,3,1,6,Weekend
20150308,2015,3,1,7,Weekend
20150309,2015,3,1,1,Weekday
20150310,2015,3,1,2,Weekday
20150311,2015,3,1,3,Weekday
20150312,2015,3,1,4,Weekday
20150313,2015,3,1,5,Weekday
20150314,2015,3,1,6,Weekend
20150315,2015,3,1,7,Weekend
20150316,2015,3,1,1,Weekday
20150317,2015,3,1,2,Weekday
20150318,2015,3,1,3,Weekday
20150319,2015,3,1,4,Weekday
20150320,2015,3,1,5,Weekday
20150321,2015,3,1,6,Weekend
20150322,2015,3,1,7,Weekend
20150323,2015,3,1,1,Weekday
20150324,2015,3,1,2,Weekday
20150325,2015,3,1,3,Weekday
20150326,2015,3,1,4,Weekday
20150327,2015,3,1,5,Weekday
20150328,2015,3,1,6,Weekend
20150329,2015,3,1,7,Weekend
20150330,2015,3,1,1,Weekday
20150331,2015,3,1,2,Weekday
20150401,2015,4,2,3,Weekday
20150402,2015,4,2,4,Weekday
20150403,2015,4,2,5,Weekday
20150404,2015,4,2,6,Weekend
20150405,2015,4,2,7,Weekend
20150406,2015,4,2,1,Weekday
20150407,2015,4,2,2,Weekday
20150408,2015,4,2,3,Weekday
20150409,2015,4,2,4,Weekday
20150410,2015,4,2,5,Weekday
20150411,2015,4,2,6,Weekend
20150412,2015,4,2,7,Weekend
20150413,2015,4,2,1,Weekday
20150414,2015,4,2,2,Weekday
20150415,2015,4,2,3,Weekday
20150416,2015,4,2,4,Weekday
20150417,2015,4,2,5,Weekday
20150418,2015,4,2,6,Weekend
20150419,2015,4,2,7,Weekend
20150420,2015,4,2,1,Weekday
20150421,2015,4,2,2,Weekday
20150422,2015,4,2,3,Weekday
20150423,2015,4,2,4,Weekday
20150424,2015,4,2,5,Weekday
20150425,2015,4,2,6,Weekend
20150426,2015,4,2,7,Weekend
20150427,2015,4,2,1,Weekday
20150428,2015,4,2,2,Weekday
20150429,2015,4,2,3,Weekday
20150430,2015,4,2,4,Weekday
20150501,2015,5,2,5,Weekday
20150502,2015,5,2,6,Weekend
20150503,2015,5,2,7,Weekend
20150504,2015,5,2,1,Weekday
20150505,2015,5,2,2,Weekday
20150506,2015,5,2,3,Weekday
20150507,2015,5,2,4,Weekday
20150508,2015,5,2,5,Weekday
20150509,2015,5,2,6,Weekend
20150510,2015,5,2,7,Weekend
20150511,2015,5,2,1,Weekday
20150512,2015,5,2,2,Weekday
20150513,2015,5,2,3,Weekday
20150514,2015,5,2,4,Weekday
20150515,2015,5,2,5,Weekday
20150516,2015,5,2,6,Weekend
20150517,2015,5,2,7,Weekend
20150518,2015,5,2,1,Weekday
20150519,2015,5,2,2,Weekday
20150520,2015,5,2,3,Weekday
20150521,2015,5,2,4,Weekday
20150522,2015,5,2,5,Weekday
20150523,2015,5,2,6,Weekend
20150524,2015,5,2,7,Weekend
20150525,2015,5,2,1,Weekday
20150526,2015,5,2,2,Weekday
20150527,2015,5,2,3,Weekday
20150528,2015,5,2,4,Weekday
20150529,2015,5,2,5,Weekday
20150530,2015,5,2,6,Weekend
20150531,2015,5,2,7,Weekend
20150601,2015,6,2,1,Weekday
20150602,2015,6,2,2,Weekday
20150603,2015,6,2,3,Weekday
20150604,2015,6,2,4,Weekday
20150605,2015,6,2,5,Weekday
20150606,2015,6,2,6,Weekend
20150607,2015,6,2,7,Weekend
20150608,2015,6,2,1,Weekday
20150609,2015,6,2,2,Weekday
20150610,2015,6,2,3,Weekday
20150611,2015,6,2,4,Weekday
20150612,2015,6,2,5,Weekday
20150613,2015,6,2,6,Weekend
20150614,2015,6,2,7,Weekend
20150615,2015,6,2,1,Weekday
20150616,2015,6,2,2,Weekday
20150617,2015,6,2,3,Weekday
20150618,2015,6,2,4,Weekday
20150619,2015,6,2,5,Weekday
20150620,2015,6,2,6,Weekend
20150621,2015,6,2,7,Weekend
20150622,2015,6,2,1,Weekday
20150623,2015,6,2,2,Weekday
20150624,2015,6,2,3,Weekday
20150625,2015,6,2,4,Weekday
20150626,2015,6,2,5,Weekday
20150627,2015,6,2,6,Weekend
20150628,2015,6,2,7,Weekend
20150629,2015,6,2,1,Weekday
20150630,2015,6,2,2,Weekday
20150701,2015,7,3,3,Weekday
20150702,2015,7,3,4,Weekday
20150703,2015,7,3,5,Weekday
20150704,2015,7,3,6,Weekend
20150705,2015,7,3,7,Weekend
20150706,2015,7,3,1,Weekday
20150707,2015,7,3,2,Weekday
20150708,2015,7,3,3,Weekday
20150709,2015,7,3,4,Weekday
20150710,2015,7,3,5,Weekday
20150711,2015,7,3,6,Weekend
20150712,2015,7,3,7,Weekend
20150713,2015,7,3,1,Weekday
20150714,2015,7,3,2,Weekday
20150715,2015,7,3,3,Weekday
20150716,2015,7,3,4,Weekday
20150717,2015,7,3,5,Weekday
20150718,2015,7,3,6,Weekend
20150719,2015,7,3,7,Weekend
20150720,2015,7,3,1,Weekday
20150721,2015,7,3,2,Weekday
20150722,2015,7,3,3,Weekday
20150723,2015,7,3,4,Weekday
20150724,2015,7,3,5,Weekday
20150725,2015,7,3,6,Weekend
20150726,2015,7,3,7,Weekend
20150727,2015,7,3,1,Weekday
20150728,2015,7,3,2,Weekday
20150729,2015,7,3,3,Weekday
20150730,2015,7,3,4,Weekday
20150731,2015,7,3,5,Weekday
20150801,2015,8,3,6,Weekend
20150802,2015,8,3,7,Weekend
20150803,2015,8,3,1,Weekday
20150804,2015,8,3,2,Weekday
20150805,2015,8,3,3,Weekday
20150806,2015,8,3,4,Weekday
20150807,2015,8,3,5,Weekday
20150808,2015,8,3,6,Weekend
20150809,2015,8,3,7,Weekend
20150810,2015,8,3,1,Weekday
20150811,2015,8,3,2,Weekday
20150812,2015,8,3,3,Weekday
20150813,2015,8,3,4,Weekday
20150814,2015,8,3,5,Weekday
20150815,2015,8,3,6,Weekend
20150816,2015,8,3,7,Weekend
20150817,2015,8,3,1,Weekday
20150818,2015,8,3,2,Weekday
20150819,2015,8,3,3,Weekday
20150820,2015,8,3,4,Weekday
20150821,2015,8,3,5,Weekday
20150822,2015,8,3,6,Weekend
20150823,2015,8,3,7,Weekend
20150824,2015,8,3,1,Weekday
20150825,2015,8,3,2,Weekday
20150826,2015,8,3,3,Weekday
20150827,2015,8,3,4,Weekday
20150828,2015,8,3,5,Weekday
20150829,2015,8,3,6,Weekend
20150830,2015,8,3,7,Weekend
20150831,2015,8,3,1,Weekday
20150901,2015,9,3,2,Weekday
20150902,2015,9,3,3,Weekday
20150903,2015,9,3,4,Weekday
20150904,2015,9,3,5,Weekday
20150905,2015,9,3,6,Weekend
20150906,2015,9,3,7,Weekend
20150907,2015,9,3,1,Weekday
20150908,2015,9,3,2,Weekday
20150909,2015,9,3,3,Weekday
20150910,2015,9,3,4,Weekday
20150911,2015,9,3,5,Weekday
20150912,2015,9,3,6,Weekend
20150913,2015,9,3,7,Weekend
20150914,2015,9,3,1,Weekday
20150915,2015,9,3,2,Weekday
20150916,2015,9,3,3,Weekday
20150917,2015,9,3,4,Weekday
20150918,2015,9,3,5,Weekday
20150919,2015,9,3,6,Weekend
20150920,2015,9,3,7,Weekend
20150921,2015,9,3,1,Weekday
20150922,2015,9,3,2,Weekday
20150923,2015,9,3,3,Weekday
20150924,2015,9,3,4,Weekday
20150925,2015,9,3,5,Weekday
20150926,2015,9,3,6,Weekend
20150927,2015,9,3,7,Weekend
20150928,2015,9,3,1,Weekday
20150929,2015,9,3,2,Weekday
20150930,2015,9,3,3,Weekday
20151001,2015,10,4,4,Weekday
20151002,2015,10,4,5,Weekday
20151003,2015,10,4,6,Weekend
20151004,2015,10,4,7,Weekend
20151005,2015,10,4,1,Weekday
20151006,2015,10,4,2,Weekday
20151007,2015,10,4,3,Weekday
20151008,2015,10,4,4,Weekday
20151009,2015,10,4,5,Weekday
20151010,2015,10,4,6,Weekend
20151011,2015,10,4,7,Weekend
20151012,2015,10,4,1,Weekday
20151013,2015,10,4,2,Weekday
20151014,2015,10,4,3,Weekday
20151015,2015,10,4,4,Weekday
20151016,2015,10,4,5,Weekday
20151017,2015,10,4,6,Weekend
20151018,2015,10,4,7,Weekend
20151019,2015,10,4,1,Weekday
20151020,2015,10,4,2,Weekday
20151021,2015,10,4,3,Weekday
20151022,2015,10,4,4,Weekday
20151023,2015,10,4,5,Weekday
20151024,2015,10,4,6,Weekend
20151025,2015,10,4,7,Weekend
20151026,2015,10,4,1,Weekday
20151027,2015,10,4,2,Weekday
20151028,2015,10,4,3,Weekday
20151029,2015,10,4,4,Weekday
20151030,2015,10,4,5,Weekday
20151031,2015,10,4,6,Weekend
20151101,2015,11,4,7,Weekend
20151102,2015,11,4,1,Weekday
20151103,2015,11,4,2,Weekday
20151104,2015,11,4,3,Weekday
20151105,2015,11,4,4,Weekday
20151106,2015,11,4,5,Weekday
20151107,2015,11,4,6,Weekend
20151108,2015,11,4,7,Weekend
20151109,2015,11,4,1,Weekday
20151110,2015,11,4,2,Weekday
20151111,2015,11,4,3,Weekday
20151112,2015,11,4,4,Weekday
20151113,2015,11,4,5,Weekday
20151114,2015,11,4,6,Weekend
20151115,2015,11,4,7,Weekend
20151116,2015,11,4,1,Weekday
20151117,2015,11,4,2,Weekday
20151118,2015,11,4,3,Weekday
20151119,2015,11,4,4,Weekday
20151120,2015,11,4,5,Weekday
20151121,2015,11,4,6,Weekend
20151122,2015,11,4,7,Weekend
20151123,2015,11,4,1,Weekday
20151124,2015,11,4,2,Weekday
20151125,2015,11,4,3,Weekday
20151126,2015,11,4,4,Weekday
20151127,2015,11,4,5,Weekday
20151128,2015,11,4,6,Weekend
20151129,2015,11,4,7,Weekend
20151130,2015,11,4,1,Weekday
20151201,2015,12,4,2,Weekday
20151202,2015,12,4,3,Weekday
20151203,2015,12,4,4,Weekday
20151204,2015,12,4,5,Weekday
20151205,2015,12,4,6,Weekend
20151206,2015,12,4,7,Weekend
20151207,2015,12,4,1,Weekday
20151208,2015,12,4,2,Weekday
20151209,2015,12,4,3,Weekday
20151210,2015,12,4,4,Weekday
20151211,2015,12,4,5,Weekday
20151212,2015,12,4,6,Weekend
20151213,2015,12,4,7,Weekend
20151214,2015,12,4,1,Weekday
20151215,2015,12,4,2,Weekday
20151216,2015,12,4,3,Weekday
20151217,2015,12,4,4,Weekday
20151218,2015,12,4,5,Weekday
20151219,2015,12,4,6,Weekend
20151220,2015,12,4,7,Weekend
20151221,2015,12,4,1,Weekday
20151222,2015,12,4,2,Weekday
20151223,2015,12,4,3,Weekday
20151224,2015,12,4,4,Weekday
20151225,2015,12,4,5,Weekday
20151226,2015,12,4,6,Weekend
20151227,2015,12,4,7,Weekend
20151228,2015,12,4,1,Weekday
20151229,2015,12,4,2,Weekday
20151230,2015,12,4,3,Weekday
20151231,2015,12,4,4,Weekday
20160101,2016,1,1,5,Weekday
20160102,2016,1,1,6,Weekend
20160103,2016,1,1,7,Weekend
20160104,2016,1,1,1,Weekday
20160105,2016,1,1,2,Weekday
20160106,2016,1,1,3,Weekday
20160107,2016,1,1,4,Weekday
20160108,2016,1,1,5,Weekday
20160109,2016,1,1,6,Weekend
20160110,2016,1,1,7,Weekend
20160111,2016,1,1,1,Weekday
20160112,2016,1,1,2,Weekday
20160113,2016,1,1,3,Weekday
20160114,2016,1,1,4,Weekday
20160115,2016,1,1,5,Weekday
20160116,2016,1,1,6,Weekend
20160117,2016,1,1,7,Weekend
20160118,2016,1,1,1,Weekday
20160119,2016,1,1,2,Weekday
20160120,2016,1,1,3,Weekday
20160121,2016,1,1,4,Weekday
20160122,2016,1,1,5,Weekday
20160123,2016,1,1,6,Weekend
20160124,2016,1,1,7,Weekend
20160125,2016,1,1,1,Weekday
20160126,2016,1,1,2,Weekday
20160127,2016,1,1,3,Weekday
20160128,2016,1,1,4,Weekday
20160129,2016,1,1,5,Weekday
20160130,2016,1,1,6,Weekend
20160131,2016,1,1,7,Weekend
20160201,2016,2,1,1,Weekday
20160202,2016,2,1,2,Weekday
20160203,2016,2,1,3,Weekday
20160204,2016,2,1,4,Weekday
20160205,2016,2,1,5,Weekday
20160206,2016,2,1,6,Weekend
20160207,2016,2,1,7,Weekend
20160208,2016,2,1,1,Weekday
20160209,2016,2,1,2,Weekday
20160210,2016,2,1,3,Weekday
20160211,2016,2,1,4,Weekday
20160212,2016,2,1,5,Weekday
20160213,2016,2,1,6,Weekend
20160214,2016,2,1,7,Weekend
20160215,2016,2,1,1,Weekday
20160216,2016,2,1,2,Weekday
20160217,2016,2,1,3,Weekday
20160218,2016,2,1,4,Weekday
20160219,2016,2,1,5,Weekday
20160220,2016,2,1,6,Weekend
20160221,2016,2,1,7,Weekend
20160222,2016,2,1,1,Weekday
20160223,2016,2,1,2,Weekday
20160224,2016,2,1,3,Weekday
20160225,2016,2,1,4,Weekday
20160226,2016,2,1,5,Weekday
20160227,2016,2,1,6,Weekend
20160228,2016,2,1,7,Weekend
20160229,2016,2,1,1,Weekday
20160301,2016,3,1,2,Weekday
20160302,2016,3,1,3,Weekday
20160303,2016,3,1,4,Weekday
20160304,2016,3,1,5,Weekday
20160305,2016,3,1,6,Weekend
20160306,2016,3,1,7,Weekend
20160307,2016,3,1,1,Weekday
20160308,2016,3,1,2,Weekday
20160309,2016,3,1,3,Weekday
20160310,2016,3,1,4,Weekday
20160311,2016,3,1,5,Weekday
20160312,2016,3,1,6,Weekend
20160313,2016,3,1,7,Weekend
20160314,2016,3,1,1,Weekday
20160315,2016,3,1,2,Weekday
20160316,2016,3,1,3,Weekday
20160317,2016,3,1,4,Weekday
20160318,2016,3,1,5,Weekday
20160319,2016,3,1,6,Weekend
20160320,2016,3,1,7,Weekend
20160321,2016,3,1,1,Weekday
20160322,2016,3,1,2,Weekday
20160323,2016,3,1,3,Weekday
20160324,2016,3,1,4,Weekday
20160325,2016,3,1,5,Weekday
20160326,2016,3,1,6,Weekend
20160327,2016,3,1,7,Weekend
20160328,2016,3,1,1,Weekday
20160329,2016,3,1,2,Weekday
20160330,2016,3,1,3,Weekday
20160331,2016,3,1,4,Weekday
20160401,2016,4,2,5,Weekday
20160402,2016,4,2,6,Weekend
20160403,2016,4,2,7,Weekend
20160404,2016,4,2,1,Weekday
20160405,2016,4,2,2,Weekday
20160406,2016,4,2,3,Weekday
20160407,2016,4,2,4,Weekday
20160408,2016,4,2,5,Weekday
20160409,2016,4,2,6,Weekend
20160410,2016,4,2,7,Weekend
20160411,2016,4,2,1,Weekday
20160412,2016,4,2,2,Weekday
20160413,2016,4,2,3,Weekday
20160414,2016,4,2,4,Weekday
20160415,2016,4,2,5,Weekday
20160416,2016,4,2,6,Weekend
20160417,2016,4,2,7,Weekend
20160418,2016,4,2,1,Weekday
20160419,2016,4,2,2,Weekday
20160420,2016,4,2,3,Weekday
20160421,2016,4,2,4,Weekday
20160422,2016,4,2,5,Weekday
20160423,2016,4,2,6,Weekend
20160424,2016,4,2,7,Weekend
20160425,2016,4,2,1,Weekday
20160426,2016,4,2,2,Weekday
20160427,2016,4,2,3,Weekday
20160428,2016,4,2,4,Weekday
20160429,2016,4,2,5,Weekday
20160430,2016,4,2,6,Weekend
20160501,2016,5,2,7,Weekend
20160502,2016,5,2,1,Weekday
20160503,2016,5,2,2,Weekday
20160504,2016,5,2,3,Weekday
20160505,2016,5,2,4,Weekday
20160506,2016,5,2,5,Weekday
20160507,2016,5,2,6,Weekend
20160508,2016,5,2,7,Weekend
20160509,2016,5,2,1,Weekday
20160510,2016,5,2,2,Weekday
20160511,2016,5,2,3,Weekday
20160512,2016,5,2,4,Weekday
20160513,2016,5,2,5,Weekday
20160514,2016,5,2,6,Weekend
20160515,2016,5,2,7,Weekend
20160516,2016,5,2,1,Weekday
20160517,2016,5,2,2,Weekday
20160518,2016,5,2,3,Weekday
20160519,2016,5,2,4,Weekday
20160520,2016,5,2,5,Weekday
20160521,2016,5,2,6,Weekend
20160522,2016,5,2,7,Weekend
20160523,2016,5,2,1,Weekday
20160524,2016,5,2,2,Weekday
20160525,2016,5,2,3,Weekday
20160526,2016,5,2,4,Weekday
20160527,2016,5,2,5,Weekday
20160528,2016,5,2,6,Weekend
20160529,2016,5,2,7,Weekend
20160530,2016,5,2,1,Weekday
20160531,2016,5,2,2,Weekday
20160601,2016,6,2,3,Weekday
20160602,2016,6,2,4,Weekday
20160603,2016,6,2,5,Weekday
20160604,2016,6,2,6,Weekend
20160605,2016,6,2,7,Weekend
20160606,2016,6,2,1,Weekday
20160607,2016,6,2,2,Weekday
20160608,2016,6,2,3,Weekday
20160609,2016,6,2,4,Weekday
20160610,2016,6,2,5,Weekday
20160611,2016,6,2,6,Weekend
20160612,2016,6,2,7,Weekend
20160613,2016,6,2,1,Weekday
20160614,2016,6,2,2,Weekday
20160615,2016,6,2,3,Weekday
20160616,2016,6,2,4,Weekday
20160617,2016,6,2,5,Weekday
20160618,2016,6,2,6,Weekend
20160619,2016,6,2,7,Weekend
20160620,2016,6,2,1,Weekday
20160621,2016,6,2,2,Weekday
20160622,2016,6,2,3,Weekday
20160623,2016,6,2,4,Weekday
20160624,2016,6,2,5,Weekday
20160625,2016,6,2,6,Weekend
20160626,2016,6,2,7,Weekend
20160627,2016,6,2,1,Weekday
20160628,2016,6,2,2,Weekday
20160629,2016,6,2,3,Weekday
20160630,2016,6,2,4,Weekday
20160701,2016,7,3,5,Weekday
20160702,2016,7,3,6,Weekend
20160703,2016,7,3,7,Weekend
20160704,2016,7,3,1,Weekday
20160705,2016,7,3,2,Weekday
20160706,2016,7,3,3,Weekday
20160707,2016,7,3,4,Weekday
20160708,2016,7,3,5,Weekday
20160709,2016,7,3,6,Weekend
20160710,2016,7,3,7,Weekend
20160711,2016,7,3,1,Weekday
20160712,2016,7,3,2,Weekday
20160713,2016,7,3,3,Weekday
20160714,2016,7,3,4,Weekday
20160715,2016,7,3,5,Weekday
20160716,2016,7,3,6,Weekend
20160717,2016,7,3,7,Weekend
20160718,2016,7,3,1,Weekday
20160719,2016,7,3,2,Weekday
20160720,2016,7,3,3,Weekday
20160721,2016,7,3,4,Weekday
20160722,2016,7,3,5,Weekday
20160723,2016,7,3,6,Weekend
20160724,2016,7,3,7,Weekend
20160725,2016,7,3,1,Weekday
20160726,2016,7,3,2,Weekday
20160727,2016,7,3,3,Weekday
20160728,2016,7,3,4,Weekday
20160729,2016,7,3,5,Weekday
20160730,2016,7,3,6,Weekend
20160731,2016,7,3,7,Weekend
20160801,2016,8,3,1,Weekday
20160802,2016,8,3,2,Weekday
20160803,2016,8,3,3,Weekday
20160804,2016,8,3,4,Weekday
20160805,2016,8,3,5,Weekday
20160806,2016,8,3,6,Weekend
20160807,2016,8,3,7,Weekend
20160808,2016,8,3,1,Weekday
20160809,2016,8,3,2,Weekday
20160810,2016,8,3,3,Weekday
20160811,2016,8,3,4,Weekday
20160812,2016,8,3,5,Weekday
20160813,2016,8,3,6,Weekend
20160814,2016,8,3,7,Weekend
20160815,2016,8,3,1,Weekday
20160816,2016,8,3,2,Weekday
20160817,2016,8,3,3,Weekday
20160818,2016,8,3,4,Weekday
20160819,2016,8,3,5,Weekday
20160820,2016,8,3,6,Weekend
20160821,2016,8,3,7,Weekend
20160822,2016,8,3,1,Weekday
20160823,2016,8,3,2,Weekday
20160824,2016,8,3,3,Weekday
20160825,2016,8,3,4,Weekday
20160826,2016,8,3,5,Weekday
20160827,2016,8,3,6,Weekend
20160828,2016,8,3,7,Weekend
20160829,2016,8,3,1,Weekday
20160830,2016,8,3,2,Weekday
20160831,2016,8,3,3,Weekday
20160901,2016,9,3,4,Weekday
20160902,2016,9,3,5,Weekday
20160903,2016,9,3,6,Weekend
20160904,2016,9,3,7,Weekend
20160905,2016,9,3,1,Weekday
20160906,2016,9,3,2,Weekday
20160907,2016,9,3,3,Weekday
20160908,2016,9,3,4,Weekday
20160909,2016,9,3,5,Weekday
20160910,2016,9,3,6,Weekend
20160911,2016,9,3,7,Weekend
20160912,2016,9,3,1,Weekday
20160913,2016,9,3,2,Weekday
20160914,2016,9,3,3,Weekday
20160915,2016,9,3,4,Weekday
20160916,2016,9,3,5,Weekday
20160917,2016,9,3,6,Weekend
20160918,2016,9,3,7,Weekend
20160919,2016,9,3,1,Weekday
20160920,2016,9,3,2,Weekday
20160921,2016,9,3,3,Weekday
20160922,2016,9,3,4,Weekday
20160923,2016,9,3,5,Weekday
20160924,2016,9,3,6,Weekend
20160925,2016,9,3,7,Weekend
20160926,2016,9,3,1,Weekday
20160927,2016,9,3,2,Weekday
20160928,2016,9,3,3,Weekday
20160929,2016,9,3,4,Weekday
20160930,2016,9,3,5,Weekday
20161001,2016,10,4,6,Weekend
20161002,2016,10,4,7,Weekend
20161003,2016,10,4,1,Weekday
20161004,2016,10,4,2,Weekday
20161005,2016,10,4,3,Weekday
20161006,2016,10,4,4,Weekday
20161007,2016,10,4,5,Weekday
20161008,2016,10,4,6,Weekend
20161009,2016,10,4,7,Weekend
20161010,2016,10,4,1,Weekday
20161011,2016,10,4,2,Weekday
20161012,2016,10,4,3,Weekday
20161013,2016,10,4,4,Weekday
20161014,2016,10,4,5,Weekday
20161015,2016,10,4,6,Weekend
20161016,2016,10,4,7,Weekend
20161017,2016,10,4,1,Weekday
20161018,2016,10,4,2,Weekday
20161019,2016,10,4,3,Weekday
20161020,2016,10,4,4,Weekday
20161021,2016,10,4,5,Weekday
20161022,2016,10,4,6,Weekend
20161023,2016,10,4,7,Weekend
20161024,2016,10,4,1,Weekday
20161025,2016,10,4,2,Weekday
20161026,2016,10,4,3,Weekday
20161027,2016,10,4,4,Weekday
20161028,2016,10,4,5,Weekday
20161029,2016,10,4,6,Weekend
20161030,2016,10,4,7,Weekend
20161031,2016,10,4,1,Weekday
20161101,2016,11,4,2,Weekday
20161102,2016,11,4,3,Weekday
20161103,2016,11,4,4,Weekday
20161104,2016,11,4,5,Weekday
20161105,2016,11,4,6,Weekend
20161106,2016,11,4,7,Weekend
20161107,2016,11,4,1,Weekday
20161108,2016,11,4,2,Weekday
20161109,2016,11,4,3,Weekday
20161110,2016,11,4,4,Weekday
20161111,2016,11,4,5,Weekday
20161112,2016,11,4,6,Weekend
20161113,2016,11,4,7,Weekend
20161114,2016,11,4,1,Weekday
20161115,2016,11,4,2,Weekday
20161116,2016,11,4,3,Weekday
20161117,2016,11,4,4,Weekday
20161118,2016,11,4,5,Weekday
20161119,2016,11,4,6,Weekend
20161120,2016,11,4,7,Weekend
20161121,2016,11,4,1,Weekday
20161122,2016,11,4,2,Weekday
20161123,2016,11,4,3,Weekday
20161124,2016,11,4,4,Weekday
20161125,2016,11,4,5,Weekday
20161126,2016,11,4,6,Weekend
20161127,2016,11,4,7,Weekend
20161128,2016,11,4,1,Weekday
20161129,2016,11,4,2,Weekday
20161130,2016,11,4,3,Weekday
20161201,2016,12,4,4,Weekday
20161202,2016,12,4,5,Weekday
20161203,2016,12,4,6,Weekend
20161204,2016,12,4,7,Weekend
20161205,2016,12,4,1,Weekday
20161206,2016,12,4,2,Weekday
20161207,2016,12,4,3,Weekday
20161208,2016,12,4,4,Weekday
20161209,2016,12,4,5,Weekday
20161210,2016,12,4,6,Weekend
20161211,2016,12,4,7,Weekend
20161212,2016,12,4,1,Weekday
20161213,2016,12,4,2,Weekday
20161214,2016,12,4,3,Weekday
20161215,2016,12,4,4,Weekday
20161216,2016,12,4,5,Weekday
20161217,2016,12,4,6,Weekend
20161218,2016,12,4,7,Weekend
20161219,2016,12,4,1,Weekday
20161220,2016,12,4,2,Weekday
20161221,2016,12,4,3,Weekday
20161222,2016,12,4,4,Weekday
20161223,2016,12,4,5,Weekday
20161224,2016,12,4,6,Weekend
20161225,2016,12,4,7,Weekend
20161226,2016,12,4,1,Weekday
20161227,2016,12,4,2,Weekday
20161228,2016,12,4,3,Weekday
20161229,2016,12,4,4,Weekday
20161230,2016,12,4,5,Weekday
20161231,2016,12,4,6,Weekend
20170101,2017,1,1,7,Weekend
20170102,2017,1,1,1,Weekday
20170103,2017,1,1,2,Weekday
20170104,2017,1,1,3,Weekday
20170105,2017,1,1,4,Weekday
20170106,2017,1,1,5,Weekday
